line	date_planted	code	type	momsp	momid	dadsp1	dadid1	dadsp2	dadid2	plate	planted	germinated	date_scored	germinated_n1	transplanted_n	germinated_ndate1	germinated_ndate2	germinated_ndate3	germinated_ndate4	germinated_ndate5	germinated_ndate6	notes
	2019-07-19		inter	sarm	879612-3	lydg	6682204-1			4	20	16		19	0 t	16 g 1						
	2019-07-19		inter	sarm	879612-3	lydg	6682204-1			5	20	14		13		14 g 0 t						
	2019-07-24		inter	sarm	896123-16	lydg	6682204-1			1	20	13		3		13 g 12 t						
	2019-07-24		inter	sarm	896123-16	lydg	6682204-1			2	20	14		5		14 g 8 t						
	2019-07-24		inter	sarm	896123-16	lydg	6682204-1			3	20	15		7		15 g 0 t						
	2019-07-24		inter	sarm	896123-16	lydg	6682204-1			4	20	19		7		19 g 0 t						
	2019-07-24		inter	sarm	896123-16	lydg	6682204-1			5	20	16		7		16 g 0 t						
	2019-06-20		inter	sarm	896123-16	lydg	6682229-2			1	13	11		4	10g							
	2019-06-20		inter	sarm	896123-16	lydg	6682229-2			2	18	16		7	18g							
	2019-06-20		inter	sarm	896123-16	lydg	6682229-2			3	20	18		6	18g							
	2019-06-20		inter	sarm	896123-16	lydg	6682229-2			4	19	17		7	17g,9t							
	2019-06-20		inter	sarm	896123-16	lydg	6682229-2			5	15	14		5	14g,11t							
	2019-07-19		inter	sarm	896123-16	lydg	6682229-2			1	20	15		15		15 G 14 T 8/22/19						
	2019-07-19		inter	sarm	896123-16	lydg	6682229-2			2	20	19		17		17 G 6 T 8/22/19						
	2019-07-19		inter	sarm	8968-2	lydg	6682204-1			1	20	13		13		13 G 11 T 8/19/19						
	2019-07-19		inter	sarm	8968-2	lydg	6682204-1			2	20	16		16		15 G 9 T 8/19/19						
	2019-07-19		inter	sarm	8968-2	lydg	6682204-1			3	20	14		18								
	2019-07-19		inter	sarm	8968-2	lydg	6682204-1			4	20	15		13								
	2019-07-19		inter	sarm	8968-2	lydg	6682204-1			5	20	15		15								
	2019-06-20		inter	sarm	8968-2F	lydg	6682209-2			1	20	18		18	18g							
	2019-06-20		inter	sarm	8968-2F	lydg	6682209-2			2	20	18		16	18g							
	2019-06-20		inter	sarm	8968-2F	lydg	6682209-2			3	20	17		17	17g, 4t							
	2019-06-20		inter	sarm	8968-2F	lydg	6682209-2			4	19	17		17	17g, 16t							
	2019-06-20		inter	sarm	8968-2F	lydg	6682209-2			5	19	18		18	18g							
	2019-08-28		inter	sperg	120289-6	stell	20J-1			1	20	19		19	18 t							
	2019-08-28		inter	sperg	120289-6	stell	20J-1			2	20	15		15	0 t							
	2019-08-28		inter	sperg	120289-6	stell	20J-1			3	20	18		18	0 t							
	2019-08-28		inter	sperg	120289-6	stell	20J-1			4	20	17		17	0 t							
	2019-08-28		inter	sperg	120289-6	stell	20J-1			5	20	11		11	2 t							
	2019-09-20		inter	sperg	120294-4F	stell	20J-6			1	20	9										
	2019-09-20		inter	sperg	120294-4F	stell	20J-6			2	20	10										
	2019-09-20		inter	sperg	120294-4F	stell	20J-6			3	20	5										
	2019-09-20		inter	sperg	120294-4F	stell	20J-6			4	20	5										
	2019-08-28		inter	sperg	120290-8	stell	1476510C			1	20	19			19	17t	9/18/19 transpl.					
	2019-08-28		inter	sperg	120290-8	stell	1476510C			2	20	20			20	3t, 7/18						
	2019-08-28		inter	sperg	120290-8	stell	1476510C			3	20	17			17	0t						
	2019-08-28		inter	sperg	120290-8	stell	1476510C			4	20	18			18	0t						
	2019-08-28		inter	sperg	120290-8	stell	1476510C			5	20	17			17	0t						
	2019-08-28		inter	stell	1476520J1	sperg	120295-5			1	20	19			19	17t (1 killed)	9/18/2019					
	2019-06-20		inter	stell	1776510C	sperg	120296-4			1	20	12		0	10g, 9t	4t 7/18					2g	
	2019-06-20		inter	stell	1776510C	sperg	120296-4			2	18	9		7	8g 7t						1g	
	2019-09-12		inter	stell	3B	sperg	120294-8			1	20	14										
	2019-09-12		inter	stell	3B	sperg	120294-8			2	13	3										
	2019-09-25		inter	stell	6G	sperg	120294-5			1	20	12										
	2019-09-25		inter	stell	6G	sperg	120294-5			2	15	7										
	2019-09-25		inter	stell	6G	sperg	120294-8			1	20	18										
	2019-09-25		inter	stell	6G	sperg	120294-8			2	16	12										
	2019-06-20		inter	stell	6G	sperg	120296-4			1	20	15		0	14g, 9tp	15t,7/16					0g	
	2019-06-20		inter	stell	6G	sperg	120296-4			2	2	0		0	0g						0g	
	2019-07-24		inter	stell	146513BC2	sperg	12089-12			1	20	7		0	1 g 1 t + 1 t 9/6/19 + 1 g + 5	9/13/2019	5 t 9/13/19					
	2019-07-24		inter	stell	146513BC2	sperg	12089-12			2	13	7		0	6 g 4 t	3t	9/13/2019					
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	8										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	9										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	9										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	11										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	16										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	10										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	16										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	17										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	12										
		MK6	mixed	memb	864192-30	memb	2021-1	kaua	P2525-19	10	20	5										JP: changed momid 1a5251#20 > 864192-30 based on MK6 code
	2016-01-01		inter	hook	794-2	kaal	892-1				6	5										
	2016-01-01		inter	hook	794-2	kaal	892-1				10	8										
	2016-01-01		inter	hook	794-2	kaal	892-1				10	9										
	2016-01-01		inter	hook	794-2	kaal	892-4				10	6										
	2016-01-01		inter	hook	794-2	kaal	892-4				10	6										
	2016-01-01		inter	hook	794-2	kaal	892-4				10	9										
	2016-01-01		inter	hook	794-2	kaal	892-4				10	9										
	2016-01-01		inter	hook	794-2	kaal	892-4				10	10										
	2016-01-01		inter	hook	794-2	kaal	892-5				10	10										
	2016-01-01		inter	hook	794-2	kaal	892-5				3	2										
	2016-01-01		inter	hook	794-2	kaal	892-5				10	7										
	2016-01-01		inter	hook	794-2	kaal	904-3				5	2										
	2016-01-01		inter	hook	794-2	kaal	892-5				3	2										
	2016-01-01		inter	hook	794-2	kaal	892-5				10	7										
	2016-01-01		inter	hook	794-2	kaal	3587-7				8	5										
	2016-01-01		inter	hook	794-2	kaal	3587-14				1	1										
	2016-01-01		inter	hook	794-2	kaal	3587-C				8	6										
	2016-01-01		inter	hook	794-4	kaal	892-1				6	5										
	2016-01-01		inter	hook	794-4	kaal	892-3				7	7										
	2016-01-01		inter	hook	794-4	kaal	892-4				1	1										
	2016-01-01		inter	hook	794-4	kaal	892-4				10	8										
	2016-01-01		inter	hook	794-4	kaal	892-5				1	1										
	2016-01-01		inter	hook	794-4	kaal	892-5				10	8										
	2016-01-01		inter	hook	794-4	kaal	904-2				5	2										
	2016-01-01		inter	hook	794-4	kaal	904-5				9	5										
	2016-01-01		inter	hook	794-4	kaal	3587-7				5	0										
	2016-01-01		inter	hook	794-4	kaal	3587-14				5	3										
	2016-01-01		inter	hook	794-4	kaal	3587-C				1	1										
	2016-01-01		inter	hook	866-2	kaal	892-1				2	1										
	2016-01-01		inter	hook	866-2	kaal	892-1				10	9										
	2016-01-01		inter	hook	866-2	kaal	892-4				8	7										
	2016-01-01		inter	hook	866-2	kaal	892-4				10	8										
	2016-01-01		inter	hook	866-2	kaal	892-5				2	2										
	2016-01-01		inter	hook	866-2	kaal	904-2				1	1										
	2016-01-01		inter	hook	866-2	kaal	904-5				9	7										
	2016-01-01		inter	hook	866-2	kaal	904-5				10	9										
	2016-01-01		inter	hook	866-2	kaal	904-5				10	10										
	2016-01-01		inter	hook	866-2	kaal	3587-7				1	1										
	2016-01-01		inter	hook	866-2	kaal	3587-7				10	9										
	2016-01-01		inter	hook	866-2	kaal	3587-14				2	2										
	2016-01-01		inter	hook	866-2	kaal	3587-C				2	0										
	2016-01-01		inter	hook	866-2	kaal	3587-C				10	10										
	2016-01-01		inter	hook	8792-2	kaal	892-1				10	9										
	2016-01-01		inter	hook	8792-2	kaal	892-1				10	9										
	2016-01-01		inter	hook	8792-2	kaal	892-1				10	9										
	2016-01-01		inter	hook	8792-2	kaal	892-1				10	10										
	2016-01-01		inter	hook	8792-2	kaal	892-3				3	1										
	2016-01-01		inter	hook	8792-2	kaal	892-4				4	2										
	2016-01-01		inter	hook	8792-2	kaal	892-4				10	4										
	2016-01-01		inter	hook	8792-2	kaal	892-4				10	6										
	2016-01-01		inter	hook	8792-2	kaal	892-4				10	8										
	2016-01-01		inter	hook	8792-2	kaal	892-4				10	10										
	2016-01-01		inter	hook	8792-2	kaal	892-5				1	1										
	2016-01-01		inter	hook	8792-2	kaal	892-5				10	9										
	2016-01-01		inter	hook	8792-2	kaal	892-5				10	10										
	2016-01-01		inter	hook	8792-2	kaal	892-5				10	10										
	2016-01-01		inter	hook	8792-2	kaal	904-2				4	4										
	2016-01-01		inter	hook	8792-2	kaal	904-2				10	9										
	2016-01-01		inter	hook	8792-2	kaal	904-2				10	9										
	2016-01-01		inter	hook	8792-2	kaal	904-3				1	1										
	2016-01-01		inter	hook	8792-2	kaal	904-3				10	7										
	2016-01-01		inter	hook	8792-2	kaal	904-5				4	3										
	2016-01-01		inter	hook	8792-2	kaal	904-5				10	8										
	2016-01-01		inter	hook	8792-2	kaal	904-5				10	9										
	2016-01-01		inter	hook	8792-2	kaal	3587-7				5	4										
	2016-01-01		inter	hook	8792-2	kaal	3587-C				5	5										
	2016-01-01		inter	hook	87910-1	kaal	892-1				6	3										
	2016-01-01		inter	hook	87910-1	kaal	892-1				10	3										
	2016-01-01		inter	hook	87910-1	kaal	892-4				8	7										
	2016-01-01		inter	hook	87910-1	kaal	892-4				10	4										
	2016-01-01		inter	hook	87910-1	kaal	892-5				3	0										
	2016-01-01		inter	hook	87910-1	kaal	904-3				3	3										
	2016-01-01		inter	hook	87910-1	kaal	904-5				3	1										
	2016-01-01		inter	hook	87910-1	kaal	3587-7				1	1										
	2016-01-01		inter	hook	87910-1	kaal	3587-7				10	7										
	2016-01-01		inter	hook	87910-1	kaal	3587-15				8	6										
	2016-01-01		inter	hook	87910-1	kaal	3587-15				10	9										
	2016-01-01		inter	hook	87910-1	kaal	3587-C				6	3										
	2016-01-01		inter	hook	879G-2	kaal	892-3				9	8										
	2016-01-01		inter	hook	879G-2	kaal	892-5				3	2										
	2016-01-01		inter	hook	879G-2	kaal	904-2				4	4										
	2016-01-01		inter	hook	879G-2	kaal	904-5				4	4										
	2016-01-01		inter	hook	879G-2	kaal	904-5				10	8										
	2016-01-01		inter	hook	879G-2	kaal	3587-7				1	1										
	2016-01-01		inter	hook	879G-2	kaal	3587-14				2	1										
	2016-01-01		inter	hook	879G-2	kaal	3587-14				10	8										
	2016-01-01		inter	hook	879G-2	kaal	358715				9	6										
	2016-01-01		inter	hook	879H-2	kaal	904-5				9	9										
	2016-01-01		inter	hook	879H-2	kaal	3587-14				1	0										
	2016-01-01		inter	hook	879N-5	kaal	892-1				1	0										
	2016-01-01		inter	hook	879N-5	kaal	892-1				10	3										
	2016-01-01		inter	hook	879N-5	kaal	892-5				9	6										
	2016-01-01		inter	hook	879N-5	kaal	904-2				9	4										
	2016-01-01		inter	hook	879N-5	kaal	904-5				3	2										
	2016-01-01		inter	hook	879N-5	kaal	904-5				10	4										
	2016-01-01		inter	hook	879N-5	kaal	3587-7				2	2										
	2016-01-01		inter	hook	879N-5	kaal	3587-7				8	0										
	2016-01-01		inter	hook	879N-5	kaal	3587-A				8	2										
	2016-01-01		inter	hook	879N-5	kaal	3587-C				5	1										
	2016-01-01		inter	hook	879N-5	kaal	3587-C				10	7										
	2016-01-01		inter	kaal	892-1	hook	794-4				7	0										
	2016-01-01		inter	kaal	892-1	hook	866-2				6	0										
	2016-01-01		inter	kaal	892-1	hook	8792-2				8	6										
	2016-01-01		inter	kaal	892-1	hook	8792-2				10	2										
	2016-01-01		inter	kaal	892-1	hook	879G-2				5	1										
	2016-01-01		inter	kaal	892-1	hook	879G-2				10	2										
	2016-01-01		inter	kaal	892-1	hook	879H-2				9	1										
	2016-01-01		inter	kaal	892-1	hook	879N-5				2	0										
	2016-01-01		inter	kaal	892-1	hook	8992E-1				5	0										
	2016-01-01		inter	kaal	892-3	hook	87910-1				6	1										
	2016-01-01		inter	kaal	892-3	hook	879G-2				4	1										
	2016-01-01		inter	kaal	892-3	hook	879G-2				10	2										
	2016-01-01		inter	kaal	892-3	hook	879N-5				1	0										
	2016-01-01		inter	kaal	892-3	hook	879N-5				10	0										
	2016-01-01		inter	kaal	892-4	hook	794-4				10	0										
	2016-01-01		inter	kaal	892-4	hook	866-2				2	0										
	2016-01-01		inter	kaal	892-4	hook	8792-2				6	1										
	2016-01-01		inter	kaal	892-4	hook	87910-1				3	0										
	2016-01-01		inter	kaal	892-4	hook	879G-2				10	1										
	2016-01-01		inter	kaal	892-5	hook	794-4				5	0										
	2016-01-01		inter	kaal	892-5	hook	8792-2				1	1										
	2016-01-01		inter	kaal	892-6	hook	8792-2				10	4										
	2016-01-01		inter	kaal	892-7	hook	879G-2				6	0										
	2016-01-01		inter	kaal	892-8	hook	879H-2				8	0										
	2016-01-01		inter	kaal	892-9	hook	8769N-5				10	0										
	2016-01-01		inter	kaal	892-10	hook	794-2				1	0										
	2016-01-01		intra	kaal	892-10	kaal	8792-2				5	0										
	2016-01-01		inter	hook	8992E-1	kaal	892-1				2	2										
	2016-01-01		inter	hook	8992E-1	kaal	892-1				10	9										
	2016-01-01		inter	hook	8992E-1	kaal	904-2				10	2										
	2016-01-01		inter	hook	8992E-1	kaal	904-5				10	8										
	2016-01-01		inter	hook	8992E-1	kaal	904-5				10	9										
	2016-01-01		inter	hook	8992E-1	kaal	904-5				10	9										
	2016-01-01		inter	hook	8992E-1	kaal	3587-14				10	9										
	2016-01-01		inter	kaal	904-2	hook	794-2				6	0										
	2016-01-01		inter	kaal	904-2	hook	794-4				3	0										
	2016-01-01		inter	kaal	904-2	hook	866-2				2	0										
	2016-01-01		inter	kaal	904-2	hook	8792-2				6	2										
	2016-01-01		inter	kaal	904-2	hook	8792-2				10	5										
	2016-01-01		inter	kaal	904-2	hook	87910-1				3	3										
	2016-01-01		inter	kaal	904-2	hook	879G-2				10	4										
	2016-01-01		inter	kaal	904-2	hook	879G-2				10	7										
	2016-01-01		inter	kaal	904-2	hook	879H-2				4	1										
	2016-01-01		inter	kaal	904-2	hook	879N-5				2	0										
	2016-01-01		inter	kaal	904-3	hook	794-2				8	0										
	2016-01-01		inter	kaal	904-3	hook	794-2				10	0										
	2016-01-01		inter	kaal	904-3	hook	794-4				3	0										
	2016-01-01		inter	kaal	904-3	hook	794-4				10	0										
	2016-01-01		inter	kaal	904-3	hook	8792-2				4	0										
	2016-01-01		inter	kaal	904-3	hook	8792-2				10	3										
	2016-01-01		inter	kaal	904-3	hook	87910-1				5	0										
	2016-01-01		inter	kaal	904-3	hook	87910-1				10	0										
	2016-01-01		inter	kaal	904-3	hook	879H-2				6	0										
	2016-01-01		inter	kaal	904-3	hook	879N-5				10	2										
	2016-01-01		inter	kaal	904-3	hook	8992E-1				1	0										
	2016-01-01		inter	kaal	904-3	hook	8992E-1				10	1										
	2016-01-01		inter	kaal	904-5	hook	794-2				4	0										
	2016-01-01		inter	kaal	904-5	hook	794-2				10	0										
	2016-01-01		inter	kaal	904-5	hook	794-2				10	1										
	2016-01-01		inter	kaal	904-5	hook	794-2				10	1										
	2016-01-01		inter	kaal	904-5	hook	794-2				10	1										
	2016-01-01		inter	kaal	904-5	hook	794-4				6	0										
	2016-01-01		inter	kaal	904-5	hook	794-4				10	1										
	2016-01-01		inter	kaal	904-5	hook	866-2				4	0										
	2016-01-01		inter	kaal	904-5	hook	866-2				10	0										
	2016-01-01		inter	kaal	904-5	hook	866-2				10	0										
	2016-01-01		inter	kaal	904-5	hook	866-2				10	2										
	2016-01-01		inter	kaal	904-5	hook	8792-2				2	0										
	2016-01-01		inter	kaal	904-5	hook	8792-2				10	4										
	2016-01-01		inter	kaal	904-5	hook	8792-2				10	6										
	2016-01-01		inter	kaal	904-5	hook	87910-1				5	0										
	2016-01-01		inter	kaal	904-5	hook	87910-1				10	1										
	2016-01-01		inter	kaal	904-5	hook	87910-1				10	2										
	2016-01-01		inter	kaal	904-5	hook	87910-1				10	2										
	2016-01-01		inter	kaal	904-5	hook	87910-1				10	3										
	2016-01-01		inter	kaal	904-5	hook	879G-2				8	3										
	2016-01-01		inter	kaal	904-5	hook	879G-2				10	0										
	2016-01-01		inter	kaal	904-5	hook	879G-2				10	1										
	2016-01-01		inter	kaal	904-5	hook	879G-2				10	3										
	2016-01-01		inter	kaal	904-5	hook	879G-2				10	6										
	2016-01-01		inter	kaal	904-5	hook	879N-5				8	1										
	2016-01-01		inter	kaal	904-5	hook	879N-5				10	1										
	2016-01-01		inter	kaal	904-5	hook	8992E-1				10	0										
	2016-01-01		inter	kaal	3587-7	hook	794-4				2	0										
	2016-01-01		inter	kaal	3587-7	hook	794-4				10	0										
	2016-01-01		inter	kaal	3587-7	hook	794-4				10	1										
	2016-01-01		inter	kaal	3587-7	hook	794-4				10	1										
	2016-01-01		inter	kaal	3587-7	hook	866-2				8	0										
	2016-01-01		inter	kaal	3587-7	hook	866-2				10	0										
	2016-01-01		inter	kaal	3587-7	hook	8792-2				3	1										
	2016-01-01		inter	kaal	3587-7	hook	8792-2				10	2										
	2016-01-01		inter	kaal	3587-7	hook	87910-1				3	0										
	2016-01-01		inter	kaal	3587-7	hook	87910-1				10	0										
	2016-01-01		inter	kaal	3587-7	hook	87910-1				10	4										
	2016-01-01		inter	kaal	3587-7	hook	879G-2				4	1										
	2016-01-01		inter	kaal	3587-7	hook	879G-2				10	1										
	2016-01-01		inter	kaal	3587-7	hook	879G-2				10	2										
	2016-01-01		inter	kaal	3587-7	hook	879G-2				10	2										
	2016-01-01		inter	kaal	3587-7	hook	879N-5				2	0										
	2016-01-01		inter	kaal	3587-7	hook	879N-5				10	3										
	2016-01-01		inter	kaal	3587-7	hook	879N-5				10	3										
	2016-01-01		inter	kaal	3587-10	hook	794-2				5	0										
	2016-01-01		inter	kaal	3587-10	hook	794-4				2	0										
	2016-01-01		inter	kaal	3587-10	hook	879G-2				2	0										
	2016-01-01		inter	kaal	3587-14	hook	794-2				7	0										
	2016-01-01		inter	kaal	3587-14	hook	794-4				4	0										
	2016-01-01		inter	kaal	3587-14	hook	866-2				5	2										
	2016-01-01		inter	kaal	3587-14	hook	866-2				10	0										
	2016-01-01		inter	kaal	3587-14	hook	8792-2				10	3										
	2016-01-01		inter	kaal	3587-14	hook	87910-1				6	5										
	2016-01-01		inter	kaal	3587-14	hook	879G-2				1	0										
	2016-01-01		inter	kaal	3587-14	hook	879G-2				10	1										
	2016-01-01		inter	kaal	3587-14	hook	879H-2				5	0										
	2016-01-01		inter	kaal	3587-14	hook	879N-5				7	0										
	2016-01-01		inter	kaal	3587-15	hook	794-4				5	0										
	2016-01-01		inter	kaal	3587-15	hook	866-2				9	0										
	2016-01-01		inter	kaal	3587-15	hook	879G-2				2	0										
	2016-01-01		inter	kaal	3587-A	hook	794-2				8	1										
	2016-01-01		inter	kaal	3587-A	hook	866-2				7	0										
	2016-01-01		inter	kaal	3587-A	hook	87910-1				6	2										
	2016-01-01		inter	kaal	3587-A	hook	879G-2				4	0										
	2016-01-01		inter	kaal	3587-A	hook	879G-2				10	0										
	2016-01-01		inter	kaal	3587-A	hook	879N-5				7	1										
	2016-01-01		inter	kaal	3587-C	hook	866-2				7	3										
	2016-01-01		inter	kaal	3587-C	hook	87910-1				3	0										
	2016-01-01		inter	kaal	3587-C	hook	879N-5				8	0										
	2016-01-01		intra	hook	794-2	hook	794-4				6	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	794-4				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	866-2				7	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	866-2				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	866-2				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	866-2				10	9										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	866-2				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	8992E-1				2	1										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-2	hook	8992E-1				10	9										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				4	3										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	9										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	794-2				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	3										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	4										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	794-4	hook	866-2				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				7	3										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				10	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				10	6										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	866-2	hook	794-4				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	87910-1				6	4										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	87910-1				10	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	87910-1				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	87910-1				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				2	1										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				10	3										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				10	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879G-2				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879N-5				7	7										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879N-5				10	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879N-5				10	9										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	8792-2	hook	879N-5				10	10										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	87910-1	hook	8792-2				6	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	87910-1	hook	879G-2				4	0										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	87910-1	hook	879H-2				2	2										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	87910-1	hook	879H-2				10	1										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	87910-1	hook	879N-5				8	2										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	8792-2				8	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	87910-1				6	5										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	879G-2				4	1										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	879G-2				10	0										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	8792-2				8	8										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	879G-2				3	1										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	hook	879G2	hook	879H-2				6	4										JP: following verbatim file, changed type inter>intra, momsp kaal>hook
	2016-01-01		intra	kaal	892-1	kaal	892-4				6	2										
	2016-01-01		intra	kaal	892-1	kaal	892-5				10	3										
	2016-01-01		intra	kaal	892-3	kaal	892-1				10	1										
	2016-01-01		intra	kaal	892-3	kaal	892-4				1	0										
	2016-01-01		intra	kaal	892-5	kaal	892-2				4	1										
